name,state,location,control,for_profit,religious_controlled,religious_orentation,degree_type,focus,founded_in,closed_merged_in,done,closed_reason,enrollment,historically_black,accreditation
"University of Mississippi, Booneville - Booneville",Mississippi,,Public,0,0,none,Doctoral University,,1848,,,,,,
"University of Mississippi, Grenada - Grenada",Mississippi,,Public,0,0,none,Doctoral University,,1848,,,,,,
"University of Mississippi, Southaven - Southaven",Mississippi,,Public,0,0,none,Doctoral University,,1848,,,,,,
"University of Mississippi, Tupelo - Tupelo",Mississippi,,Public,0,0,none,Doctoral University,,1848,,,,,,
University of Wisconsin–Madison,Wisconsin,Madison,Public,0,0,,Doctoral University,,1848,,,,"42,180",,"HLC, ACPE, ABA, ADA, AOTA, APTA, APA, ASHA, AVMA, CCNE, CEPH, JRCERT, LCME, NASAD, NASM, NAST"
Rhodes College,Tennessee,Memphis,Private,0,1,Presbyterian,Baccalaureate College,,1848,,Jenalyn,,,,
Geneva College,Pennsylvania,Beaver Falls (Beaver County),Private,0,1,Presbyterian,Baccalaureate College,,1848,,Jenalyn,,"1,927",,
Muhlenberg College,Pennsylvania,Allentown (Lehigh County),Private,0,1,Evangelical Lutheran Church in America,Baccalaureate College,,1848,,Jenalyn,,"2,515",,
University of Mississippi Medical Center - Jackson,Mississippi,,Public,0,0,Christian,Specialized Focus,Medical,1848,,,,,,
Ricker College,Maine,Houlton,Private,0,0,none,Associates College,,1848,1978,Jenalyn,,,,
Pacific University,Oregon,Forest Grove,Private,0,1,Methodist,Doctoral University,,1849,,Jenalyn,,"2,521",,
Austin College,Texas,,Private,0,1,Presbyterian,Baccalaureate College,,1849,,Jenalyn,,,,
Baltimore Female College,Maryland,Baltimore,Private,0,1,Methodist,Baccalaureate College,,1849,1890,Jenalyn,,,,
William Jewell College,Missouri,Liberty,Private,0,1,Baptist ,Baccalaureate College,,1849,,Jenalyn,,"1,050",,
Hiwassee College,Tennessee,Madisonville,Private,0,1,Methodist,Baccalaureate College,,1849,2019,Jenalyn,Financial,,,
Oregon City College,Oregon,Oregon City,Public,0,0,none,Associates College,,1849,1858,,,,,
Eastern Michigan University,Michigan,Ypsilanti,Public,0,0,none,Doctoral University,,1849,,,,"21,246",,"HLC, ADA, AOTA, APA, ASHA, CCNE, NASM, NASAD, TCATE"
Central Connecticut State University,Connecticut,New Britain,Public,0,0,none,Masters University,,1849,,,,"11,784",,
University of Rochester,New York,Rochester,Private,0,1,Baptist ,Doctoral University,,1850,,Jenalyn,,"11,731",,
University of Dayton,Ohio,Dayton,Private,0,1,Catholic,Doctoral University,,1850,,Jenalyn,,,,
Antioch College,Ohio,Yellow Springs,Private,0,0,none,Baccalaureate College,,1850,,Jenalyn,,,,
Defiance College,Ohio,Defiance,Private,0,1,Christian,Baccalaureate College,,1850,,Jenalyn,,,,
Hiram College,Ohio,Hiram,Private,0,1,Christian,Baccalaureate College,,1850,,Jenalyn,,,,
Heidelberg University,Ohio,Tiffin,Private,0,1,United Church of Christ,Masters University,,1850,,Jenalyn,,,,
University of Utah,Utah,Salt Lake City,Public,0,0,,Doctoral University,,1850,,,,,,
Colgate Rochester Crozer Divinity School,New York,Rochester,Private,1,1,American Baptist Churches USA,Seminary,,1850,,AJB,,98,,
Urbana University,Ohio,Urbana,Private,0,0,none,Doctoral University,,1850,2020,Jenalyn,,,,
Waynesburg University,Pennsylvania,Waynesburg(Greene County),Private,0,1,Christian,Baccalaureate College,,1850,,Jenalyn,,"2,516",,
Illinois Wesleyan University,Illinois,Bloomington,Private,0,1,Methodist,Masters University,,1850,,Jenalyn,,,,
Columbia College (Jacksonville) (Orlando),Florida,,Private,0,0,none,Baccalaureate College,,1851,,Jenalyn,,,,
Northwestern College,Illinois,Bridgeview,Private,1,1,Christian,Baccalaureate College,,1851,,Jenalyn,,,,
Catawba College,North Carolina,Salisbury,Private,0,1,United Church of Christ,Baccalaureate College,,1851,,Jenalyn,,"1,330",,
Albany Law School,New York,Albany,Private,0,0,none,Specialized Focus,Law,1851,,Jenalyn,,490,,
Ripon College,Wisconsin,Ripon,Private,0,0,none,Baccalaureate College,,1851,,Jenalyn,,"1,065",,HLC
Saint Joseph's College,New Jersey,,Private,0,1,Catholic,Baccalaureate College,,1851,1970,Jenalyn,,,,
Florida State University,Florida,Tallahassee,Public,0,0,,Doctoral University,,1851,,,,32000,,
Saint Joseph's University,Pennsylvania,Philadelphiaand Lower Merion Township(Montgomery County),Private,0,1,Roman Catholic Church - Society of Jesus,Baccalaureate College,,1851,,Jenalyn,,"8,916",,
Carson-Newman University,Tennessee,Jefferson City,Private,0,1,Southern Baptist,Masters University,,1851,,Jenalyn,,,,
Northwestern University,Illinois,Evanston,Private,0,1,Christian,Baccalaureate College,,1851,,Jenalyn,,,,
Notre Dame de Namur University,California,Belmont,Private,0,1,Roman Catholic (Sisters of Notre Dame de Namur),Masters University,,1851,,Jenalyn,,,,
Santa Clara University,California,Santa Clara,Private,0,1,Roman Catholic (Society of Jesus (Jesuits)),Masters University,,1851,,Jenalyn,,,,
Columbia College of Missouri,Colorado,Centennial,Private,0,1,Christian,Masters University,,1851,,Jenalyn,,"4,469",,
Marian University,Indiana,Indianapolis,Private,0,1,Catholic,Baccalaureate College,,1851,,Jenalyn,,"2,580",,"HLC, AOA, CCNE, TCATE"
Coe College,Iowa,Cedar Rapids,Private,0,1,Presbytarian,Baccalaureate College,,1851,,Jenalyn,,"1,378",,"HLC, CCNE, NASM"
Westminster College,Missouri,Fulton,Private,0,1,Presbytarian,Baccalaureate College,,1851,,Jenalyn,,"1,064",,
University of the Pacific,California,Stockton,Private,0,1,Methodist,Doctoral University,,1851,,Jenalyn,,,,
"University of Minnesota, Twin Cities",Minnesota,"Minneapolis, St. Paul",Public,0,0,none,Doctoral University,,1851,,,,"51,721",,"HLC, MEAC, ACPE, AAMFT, ABA, ABFSE, ADA, ADA, AOTA, APTA, APA, ASHA, AVMA, CAHME, CCNE, AANA, CEPH, LCME, NASD, NASM, NAST, NCATE"
Columbia College,Missouri,Columbia,Private,0,1,Christian,Masters University,,1851,,Jenalyn,,"3,000",,
Antioch University,California,Multiple Locations,Private,0,0,Christian,Masters University,,1852,,AJB,,,,
"St. Mary's University, Texas",Texas,,Private,0,1,Catholic,Baccalaureate College,,1852,,Jenalyn,,,,
Antioch University,Washington,Seattle,Private,0,0,none,Masters University,,1852,,Jenalyn,,810,,
Memphis Theological Seminary,Tennessee,Cordova,Private,1,1,Cumberland Presbyterian,Seminary,,1852,,AJB,,,,
Antioch University Midwest,Ohio,Yellow Springs,Private,0,0,none,Masters University,,1852,,Jenalyn,,,,HLC
Gordon State College,Georgia,Barnesville,Public,0,0,Christian,Baccalaureate College,,1852,,,,,,
Racine College,Wisconsin,Racine,Private,0,0,none,Associates College,,1852,1933,Jenalyn,,,,
Westminster College,Pennsylvania,New Wilmington(Lawrence County),Private,0,1,Presbyterian Church (USA),Baccalaureate College,,1852,,Jenalyn,,"1,582",,
Calvert College,Maryland,New Windsor,Private,0,1,Catholic,Associates College,,1852,1873,Jenalyn,,,,
Loyola University Maryland,Maryland,Baltimore,Private,0,1,Catholic,Doctoral University,,1852,,Jenalyn,,"5,783",,
Mills College,California,Oakland,Private,0,0,none,Masters University,,1852,,Jenalyn,,,,
Wartburg College,Iowa,Waverly,Private,0,1,Evangelical Christian,Baccalaureate College,,1852,,Jenalyn,,"1,805",,"HLC, NASM, NAST"
University of Dubuque,Iowa,Dubuque,Private,0,1,Presbyterian,Masters University,,1852,,Jenalyn,,"2,003",,"HLC, ATSCA, CCNE"
Louisville Presbyterian Theological Seminary,Kentucky,,Private,0,1,Presbyterian,Seminary,,1853,,AJB,,,,
Brevard College,North Carolina,Brevard,Private,0,1,Methodist,Baccalaureate College,,1853,,Jenalyn,,702,,
Manhattan College,New York,Riverdale,Private,0,1,Catholic,Baccalaureate College,,1853,,Jenalyn,,"4,126",,
Arcadia University,Pennsylvania,Cheltenham Township(Montgomery County),Private,0,1,Presbyterian Church (USA),Baccalaureate College,,1853,,Jenalyn,,"3,983",,
Arcadia University,Pennsylvania,Cheltenham Township(Montgomery County),Private,0,1,Presbyterian Church (USA),Baccalaureate College,,1853,,Jenalyn,,"3,983",,
Mount Aloysius College,Pennsylvania,Cresson Township(Cambria County),Private,0,1,Roman Catholic Church,Baccalaureate College,,1853,,Jenalyn,,"1,611",,
University of Florida ,Florida,Gainesville,Public,0,0,,Doctoral University,,1853,,,,34000,,
Monmouth College,Illinois,Monmouth,Private,0,1,Presbyterian,Baccalaureate College,,1853,,Jenalyn,,,,
Tabor College,Iowa,Tabor,Private,0,1,Mennonite Brethren Church,Masters University,,1853,1927,Jenalyn,,,,
Central College,Iowa,Pella,Private,0,1,Methodist,Baccalaureate College,,1853,,Jenalyn,,"1,604",,"HLC, NASM"
Cornell College,Iowa,Mount Vernon,Private,0,1,Methodist,Baccalaureate College,,1853,,Jenalyn,,"1,197",,HLC
Culver–Stockton College,Missouri,Canton,Private,0,1,Disciples of Christ,Baccalaureate College,,1853,,Jenalyn,,821,,
Washington University in St. Louis,Missouri,St. Louis,Private,0,0,none,Doctoral University,,1853,,Jenalyn,,"14,114",,
Stratford College,Virginia,Danville,Private,1,0,none,Baccalaureate College,,1854,1974,Jenalyn,,,,
Bryant & Stratton College[9],Virginia,Multiple[10],Private,0,0,none,Baccalaureate College,,1854,,Jenalyn,,1852,,MSCHE
Bryant & Stratton College–Wauwatosa,Wisconsin,Wauwatosa,Private,1,0,none,Baccalaureate College,,1854,,Jenalyn,,942,,"MSCHE, NLNAC"
Bryant and Stratton College-Albany,New York,Albany,Private,1,0,none,Associates College,,1854,,Jenalyn,,820,,
Bryant and Stratton College-Amherst,New York,Getzville,Private,1,0,none,Associates College,,1854,,Jenalyn,,663,,
Bryant and Stratton College-Buffalo,New York,Buffalo,Private,1,0,none,Associates College,,1854,,Jenalyn,,"1,355",,
Rhode Island College,Rhodes Island,Providence,Public,0,0,,Masters University,,1854,,,,7523,,
Bryant and Stratton College-Greece,New York,Rochester,Private,1,0,none,Associates College,,1854,,Jenalyn,,839,,
Bryant and Stratton College-Online,New York,Orchard Park,Private,1,0,none,Associates College,,1854,,Jenalyn,,"9,609",,
Bryant and Stratton College-Southtowns,New York,Orchard Park,Private,1,0,none,Associates College,,1854,,Jenalyn,,771,,
Bryant and Stratton College-Syracuse North,New York,Liverpool,Private,1,0,none,Associates College,,1854,,Jenalyn,,716,,
Ohio Central College,Ohio,Iberia,Private,0,1,Evangelical,Baccalaureate College,,1854,x,Jenalyn,,,,
Columbia College,South Carolina,Columbia,Private,0,1,Methodist,Baccalaureate College,,1854,,Jenalyn,,1276,,SACS
Wofford College,South Carolina,Spartanburg,Private,0,1,Methodist,Baccalaureate College,,1854,,Jenalyn,,1666,,SACS
Gale College,Wisconsin,Galesville,Private,0,1,Christian,Baccalaureate College,,1854,1939,Jenalyn,,,,
Huntingdon College,Alabama,Montgomery,Private,0,1,United Methodist Church,Baccalaureate College,,1854,,Jenalyn,,"1,008",,SACS
Polytechnic Institute of New York University,New York,,Public,0,0,none,Doctoral University,,1854,,,,,,
Hamline University,Minnesota,St. Paul,Private,0,1,Methodist,Masters University,,1854,,Jenalyn,,"5,008",,"HLC, ABA, NASM, NCATE"
Central Methodist University,Missouri,Fayette,Private,0,1,Methodist,Baccalaureate College,,1854,,Jenalyn,,"1,000",,
University of Evansville,Indiana,Evansville,Private,0,1,Methodist,Masters University,,1854,,Jenalyn,,"2,757",,"HLC, APTA, NASM, TCATE, NLNAC"
Wartburg Theological Seminary,Iowa,Dubuque,Private,0,1,,Seminary,,1854,,AJB,,137,,"ATSCA, HLC"
Bethel College,Oregon,Bethel,Private,0,1,Christian,Specialized Focus,Seminary,1855,1862,Jenalyn,,,,
Columbia College,Oregon,Eugene,Private,0,0,Christian,Associates College,,1855,1860,Jenalyn,,,,
Berea College,Kentucky,,Private,0,1,Christian,Baccalaureate College,,1855,,Jenalyn,,,,
Elmira College,New York,Elmira,Private,1,1,Catholic,Baccalaureate College,,1855,,Jenalyn,,"1,645",,
National Normal University,Ohio,Lebanon,Private,1,0,none,Baccalaureate College,,1855,1917,Jenalyn,,,,
Western College for Women,Ohio,Oxford,Private,1,1,Presbyterian,Baccalaureate College,,1855,1974,Jenalyn,,,,
Downer College,Wisconsin,Fox Lake,Private,0,0,none,Baccalaureate College,,1855,1964,Jenalyn,,,,
Eureka College,Illinois,Eureka,Private,0,1,Christian,Masters University,,1855,,Jenalyn,,,,
The College of New Jersey,New Jersey,Ewing Township,Public,0,0,Roman Catholic ,Masters University,,1855,,,,"6,964",,MSCHE
Kean University,New Jersey,Union and Hillside,Public,0,0,Catholic,Masters University,,1855,,,,"16,000",,MSCHE
William Paterson University,New Jersey,Wayne,Public,0,0,Catholic,Masters University,,1855,,,,"10,250",,MSCHE
University of San Francisco,California,San Francisco,Private,0,0,none,Doctoral University,,1855,,Jenalyn,,,,
Bates College,Maine,Lewiston,Private,0,0,none,Baccalaureate College,,1855,,Jenalyn,,"1,903",,
Butler University,Indiana,Indianapolis,Private,0,0,none,Masters University,,1855,,Jenalyn,,"4,712",,"HLC, ACPE, NASD, NASM, NAST, TCATE"
Nebraska University,Nebraska,Fontanelle,Public,0,0,none,Doctoral University,,1855,1872,,,,,
Michigan State University,Michigan,East Lansing,Public,0,0,none,Doctoral University,,1855,,,,"50,340",,"HLC, AALE, AAMFT, ADA, AOA, APA, ASHA, AVMA, CCNE, CELPA, AANA, LCME, NASM, TCATE"
Seton Hall University,New Jersey,South Orange,Private,0,1,Catholic,Doctoral University,,1856,,Jenalyn,,"9,745",,MSCHE
Mars Hill University,North Carolina,Mars Hill,Private,0,1,Christian,Baccalaureate College,,1856,,Jenalyn,,"1,154",,
Wilberforce University,Ohio,Wilberforce,Private,0,1,Christian,Baccalaureate College,,1856,,Jenalyn,,,1,
Lake Erie College,Ohio,Painesville,Private,0,0,none,Masters University,,1856,,Jenalyn,,,,
Niagara University,New York,Niagara University,Private,0,1,Catholic,Baccalaureate College,,1856,,Jenalyn,,"5,014",,
Mount Washington Female College,Maryland,Mount Washington,Private,0,0,Catholic,Baccalaureate College,,1856,1861,AJB,,,,
St Lawrence University,New York,Canton,Private,0,1,Universalist Church,Baccalaureate College,,1856,,Jenalyn,,"2,647",,
Newberry College,South Carolina,Newberry,Private,0,1,Lutheran,Baccalaureate College,,1856,,Jenalyn,,1208,,SACS
Columbia College of Business,Oregon,Clackamas,Private,0,0,none,Associates College,,1856,1999,Jenalyn,,,,
Albright College,Pennsylvania,Reading (Berks County),Private,0,1,United Methodist Church,Baccalaureate College,,1856,,Jenalyn,,"2,401",,
Western Oregon University,Oregon,Monmouth,Public,0,0,,Masters University,,1856,,,,"4,768",,
Birmingham–Southern College,Alabama,Birmingham,Private,0,1,United Methodist Church,Baccalaureate College,,1856,,Jenalyn,,"1,209",,SACS
"University of Maryland, College Park",Maryland,College Park,Public,0,0,none,Baccalaureate College,,1856,,,,"40,743",,USM (flagship university)
Auburn University,Alabama,Auburn,Public,0,0,none,Doctoral University,,1856,,,,"30,460",,SACS
Jefferson Institute,Oregon,Jefferson,Private,0,0,none,Baccalaureate College,,1857,1899,Jenalyn,,,,
The University of the South,Tennessee,Sewanee,Private,0,1,Protestant Episcopal,Doctoral University,,1857,,Jenalyn,,,,
William Peace University,North Carolina,Raleigh,Private,0,1,Presbyterian,Doctoral University,,1857,,Jenalyn,,910,,
Queens University of Charlotte,North Carolina,Charlotte,Private,0,1,Presbyterian,Masters University,,1857,,Jenalyn,,"2,536",,
Tennessee Wesleyan University,Tennessee,Athens,Private,0,1,United Methodist,Baccalaureate College,,1857,,Jenalyn,,,,
Lake Forest College,Illinois,Lake Forest,Private,0,1,Presbyterian,Baccalaureate College,,1857,,Jenalyn,,,,
Leander Clark College,Iowa,Toledo,Private,0,0,United Brethren Church,Masters University,,1857,1918,Jenalyn,,,,
College of Saint Benedict and Saint John's University,Minnesota,"St. Joseph, Collegeville",Private,0,1,Roman Catholic,Baccalaureate College,,1857,,Jenalyn,,"3,938 (CSB-SJU Combined)",,"HLC, ADA, CCNE, NASM, NCATE"
Saint Meinrad Seminary and School of Theology,Indiana,Saint Meinrad,Private,0,1,,Seminary,,1857,,AJB,,243,,"HLC, ATS"
Upper Iowa University,Iowa,Fayette,Private,0,1,Methodist,Masters University,,1857,,Jenalyn,,"5,713",,"HLC, CCNE"
Minnesota Central University,Minnesota,Hastings,Private,0,1,Christian,Baccalaureate College,,1857,1867,,,,,
San Jose State University,California,San Jose,Public,0,0,Buddhism,Baccalaureate College,,1857,,,,"32,828",,
Illinois State University,Illinois,Normal,Public,0,0,none,Doctoral University,,1857,,,,,,
Harris–Stowe State University,Missouri,St. Louis,Public,0,0,none,Baccalaureate College,,1857,,,,"1,854",,
Irving College,Maryland,Manchester,Private,0,1,Catholic,Baccalaureate College,,1858,1880,Jenalyn,,,,
Brownville College,Nebraska,Brownville,Private,1,1,Catholic,Doctoral University,,1858,1860,Jenalyn,,,,
Kentucky Wesleyan College,Kentucky,,Private,0,1,Methodist,Baccalaureate College,,1858,,Jenalyn,,,,
Sioux Falls Seminary,South Dakota,Sioux Falls,Private,0,1,,Seminary,,1858,,AJB,,,,"HLC, ATSCA"
Linoneield University,Oregon,McMinnville,Private,0,1,Baptist,Baccalaureate College,,1858,,Jenalyn,,"2,606[12]",,
St Bonaventure University,New York,Saint Bonaventure,Private,0,1,Catholic,Specialized Focus,Theology,1858,,Jenalyn,,"2,345",,
Madison Business College,Wisconsin,Madison,Private,0,0,none,Associates College,,1858,1998,Jenalyn,,,,
Susquehanna University,Pennsylvania,Selinsgrove (Snyder County),Private,0,1,Evangelical Lutheran Church in America,Baccalaureate College,,1858,,Jenalyn,,"2,305",,
Baker University,Kansas,Baldwin City,Private,0,1,Methodist,Masters University,,1858,,Jenalyn,,,,
Downstate Medical Center,New York,New York City,Public,0,0,none,Specialized Focus,Medical,1858,,,,"1,899",,
Hannibal–LaGrange University,Missouri,Hannibal,Private,0,1,Southern Baptist,Baccalaureate College,,1858,,Jenalyn,,"1,150",,
Iowa State University,Iowa,Ames,Public,0,0,none,Doctoral University,,1858,,,,"34,732",,"HLC, AAMFT, ADA, APA, AVMA, NASM"
Winona State University,Minnesota,"Winona, Rochester",Public,0,0,none,Masters University,,1858,,,,"8,630",,"HLC, CCNE, NASM, NAST, NCATE"
Southern Baptist Theological Seminary,Kentucky,,Private,0,1,Baptist,Seminary,,1859,,AJB,,,,
Averett University[11],Virginia,Danville,Private,0,1,Baptist,Masters University,,1859,,Jenalyn,,965,,SACS
Whitman College,Washington,Walla Walla,Private,0,1,Christian,Baccalaureate College,,1859,,Jenalyn,,"1,475",,
Santa Fe University of Art and Design,New Mexico,Santa Fe (Main)Albuquerque,Private,0,0,none,Baccalaureate College,,1859,2018,Jenalyn,,,,
St Francis College,New York,Brooklyn Heights,Private,0,1,Catholic,Baccalaureate College,,1859,,Jenalyn,,"2,953",,
Corvallis College,Oregon,Corvallis,Public,0,0,none,Baccalaureate College,,1859,1885,,,,,
Cooper Union for the Advancement of Science and Art,New York,New York,Private,0,0,none,Doctoral University,,1859,,Jenalyn,,972,,
Lenox College,Iowa,Hopkinton,Private,0,0,Christian,Baccalaureate College,,1859,1944,Jenalyn,,,,
Adrian College,Michigan,Adrian,Private,0,1,Methodist,Baccalaureate College,,1859,,Jenalyn,,"1,684",,HLC
Valparaiso University,Indiana,Valparaiso,Private,0,1,Lutheran,Masters University,,1859,,Jenalyn,,"4,078",,"HLC, ABA, CCNE, NASM, TCATE"
Otoe University,Nebraska,Nebraska City,Public,0,0,none,Baccalaureate College,,1859,1872,,,,,
Augustana University,South Dakota,Sioux Falls,Private,0,1,Lutheran,Baccalaureate College,,1860,,Jenalyn,,,,"HLC, CCNE, NASM, NCATE"
